ID,predicted_price
PU-1,1.6614936153402544
PU-2,1.6716636695169713
PU-3,2.7064474953949245
PU-4,1.4593887423342986
PU-5,3.58513118283204
PU-6,1.7045003799057152
PU-7,1.7196463964147481
PU-8,1.7309616443131284
PU-9,1.3106167852522996
PU-10,1.6566182205550701
PU-11,1.060508901477434
PU-12,3.8588815092917175
PU-13,0.9118197746093499
PU-14,1.9551124456289095
PU-15,1.4513120306857474
PU-16,0.9120368580171772
PU-17,3.1645374698823687
PU-18,2.7448627175205518
PU-19,0.8930915300210727
PU-20,3.1738762405669503
PU-21,1.6264767840795198
PU-22,1.5703712426954834
PU-23,3.157334510883129
PU-24,1.594992187437271
PU-25,2.477342476541548
PU-26,1.9614886006387136
PU-27,1.977658163636654
PU-28,1.555496683439702
PU-29,2.7877043151168075
PU-30,1.6120843220578065
PU-31,4.325646573718514
PU-32,1.3023158675497215
PU-33,3.0237539972098917
PU-34,1.7044936476382841
PU-35,1.7826905416093988
PU-36,1.447489294684161
PU-37,1.6326230226004612
PU-38,3.041570220508527
PU-39,2.4139117821519083
PU-40,2.365658163861928
PU-41,1.8179300328546018
PU-42,1.30316667990652
PU-43,1.4479772279996843
PU-44,2.0848943766987262
PU-45,1.9046661861420389
PU-46,0.9180268145519956
PU-47,1.4128895148470648
PU-48,1.3305745074806166
PU-49,0.7789588051235279
PU-50,2.6095698037184794
PU-51,2.6446394694637365
PU-52,2.046745871174743
PU-53,2.0878421156670286
PU-54,2.175507147462737
PU-55,0.9880681771523574
PU-56,4.469203715999851
PU-57,3.126853835206994
PU-58,2.6089980310815903
PU-59,1.7166482694688194
PU-60,2.582282393423628
PU-61,1.3611508440319757
PU-62,1.3074142548376821
PU-63,1.8712702480343326
PU-64,1.2408338438747504
PU-65,5.876640499767834
PU-66,2.044526631063297
PU-67,1.900533385147026
PU-68,1.183002066358831
PU-69,1.3251982452648678
PU-70,1.972704740399697
PU-71,1.710074949265016
PU-72,2.3293615976878383
PU-73,1.5461316900949216
PU-74,2.4708849089960143
PU-75,1.7113820673570168
PU-76,0.94723843265394
PU-77,2.0832131272654317
PU-78,0.8031697046357094
PU-79,1.4732975919597924
PU-80,1.1700487908062853
PU-81,1.4060005984987876
PU-82,1.3876092067596137
PU-83,1.5919403773834877
PU-84,2.0143637776821244
PU-85,3.588604446587677
PU-86,1.1378151171634756
PU-87,2.9069301216537995
PU-88,1.1312931953711614
PU-89,3.836545326549505
PU-90,3.1397804002064618
PU-91,0.8592999763897149
PU-92,0.9623551618155382
PU-93,2.9609089763033434
PU-94,1.6819993514888294
PU-95,2.0068592219404833
PU-96,1.7494765615173815
PU-97,1.38089177132596
PU-98,2.1557126163048994
PU-99,1.8730039929075506
PU-100,1.0276746105203824
PU-101,1.1613722567262088
PU-102,1.6461944480903394
PU-103,1.2518027773341487
PU-104,1.447581487153069
PU-105,2.465431235829761
PU-106,1.3813664651312254
PU-107,0.7174971879254599
PU-108,1.4978921366158309
PU-109,2.105983010800539
PU-110,1.6164720582862575
PU-111,1.356279054856567
PU-112,2.3458038885927324
PU-113,1.6374250533297072
PU-114,2.0292404283246053
PU-115,2.00096764984063
PU-116,1.6801988737831457
PU-117,1.9260358262011148
PU-118,1.309410944760376
PU-119,0.971993887953239
PU-120,1.4658697284570397
PU-121,1.080814464176529
PU-122,2.0501792312770286
PU-123,2.8935891952485817
PU-124,2.080067739169628
PU-125,1.9200803716974861
PU-126,5.363832206060161
PU-127,2.0011186444662674
PU-128,1.965428162349744
PU-129,1.1808883946961086
PU-130,1.2109182451211113
PU-131,2.1487501208932884
PU-132,1.0668858380256991
PU-133,2.335329441879631
PU-134,1.5678036193131937
PU-135,2.1021978672584773
PU-136,1.8695895828795739
PU-137,1.560955598080957
PU-138,2.1465223071559296
PU-139,1.2753448406086592
PU-140,2.540107392671653
PU-141,3.885256807848447
PU-142,0.7931030589666697
PU-143,2.1592559616887352
PU-144,1.2734927920153516
PU-145,1.9435185546410882
PU-146,1.8334884864725831
PU-147,2.094553028506876
PU-148,0.9518026224323601
PU-149,1.2789930922981605
PU-150,1.378393924835747
PU-151,1.1264661218009535
PU-152,1.5566917826248243
PU-153,2.3878875918687172
PU-154,1.6537540833348472
PU-155,2.3783398203932293
PU-156,1.6307665461905634
PU-157,1.1305579663912093
PU-158,1.3076160161984216
PU-159,4.878793822546
PU-160,1.6535747450450753
PU-161,0.9036934753428032
PU-162,1.750193758048281
PU-163,1.0219614526108622
PU-164,3.495590715204993
PU-165,5.518498779748414
PU-166,1.208556287694453
PU-167,1.5095646633473105
PU-168,5.047953685951997
PU-169,1.8689820144400882
PU-170,0.9508793314004105
PU-171,2.2150584932977657
PU-172,1.732418425814632
PU-173,2.46874285244439
PU-174,1.2948341114095334
PU-175,1.0911103796037454
PU-176,1.6868792458509727
PU-177,2.623529817388984
PU-178,1.9852412665442483
PU-179,1.6300491595537703
PU-180,1.4957059960467989
PU-181,0.874080369494616
PU-182,3.3575128175421023
PU-183,2.26608071097168
PU-184,2.5961646860857153
PU-185,1.9482613984739285
PU-186,4.66237863923774
PU-187,2.334656570232642
PU-188,1.2438512645672448
PU-189,1.0684842245430772
PU-190,1.5620566283738113
PU-191,3.403782262359848
PU-192,1.1277491139361424
PU-193,1.3306097068659084
PU-194,1.0589791155113124
PU-195,1.6749479231831086
PU-196,4.085958315696213
PU-197,5.064496393611734
PU-198,1.2434094404098421
PU-199,2.0277026271155734
PU-200,1.5604199091392688
PU-201,2.883438847714787
PU-202,0.8119409665538317
PU-203,3.6488839785751397
PU-204,1.8040245861386306
PU-205,1.3432131165016088
PU-206,1.3313873844020385
PU-207,1.3377038242050734
PU-208,2.0318684876594664
PU-209,3.2691014367004634
PU-210,2.1252478974273457
PU-211,1.2495614633451955
PU-212,1.78579807933296
PU-213,1.7113991979774887
PU-214,1.475771785910938
PU-215,2.2257385967693932
PU-216,1.2360878748790354
PU-217,1.4378403019008523
PU-218,2.2644428306372015
PU-219,1.3682063686233703
PU-220,1.2378054115311423
PU-221,1.3753996658388368
PU-222,2.202575665681985
PU-223,1.287677621661805
PU-224,1.922853917296698
PU-225,1.7997427671838868
PU-226,1.7483799624187917
PU-227,1.7839633464628424
PU-228,2.6236290165464866
PU-229,2.2252114837474366
PU-230,0.8805233467212745
PU-231,1.2423076734103775
PU-232,1.136363941294111
PU-233,1.9468058910483914
PU-234,1.6864169430697844
PU-235,1.1381111993783826
PU-236,2.323567609251498
PU-237,2.962343366462614
PU-238,4.217179942104485
PU-239,2.2500237320475143
PU-240,3.422223530579595
PU-241,2.701520401496762
PU-242,2.6100315333628967
PU-243,3.0004916579041385
PU-244,1.5618800368182288
PU-245,1.5162702129126893
PU-246,2.2786604882628603
PU-247,1.053929908849375
PU-248,0.9998080909263807
PU-249,1.2137742709642239
PU-250,3.0079352947465043
PU-251,3.2104659651498153
PU-252,3.607833830378609
PU-253,1.250913303452359
PU-254,2.001106047845543
PU-255,2.1538061790821774
PU-256,2.6604328873034113
PU-257,1.4815579326712514
PU-258,3.4926594881111166
PU-259,1.4608426544770756
PU-260,2.671628348332894
PU-261,1.4484669700925266
PU-262,2.2711709295485383
PU-263,1.7104874303761841
PU-264,1.7530332495955818
PU-265,1.0551236792144594
PU-266,3.3166071740843286
PU-267,3.0571640566534155
PU-268,2.090743491317332
PU-269,2.599300902236163
PU-270,1.8275768730116049
PU-271,3.7507956357886343
PU-272,2.091677178126728
PU-273,1.8284021026012383
PU-274,2.776370555945276
PU-275,3.279213144639174
PU-276,2.2959144443778783
PU-277,1.8415145085334443
PU-278,1.1876691305783567
PU-279,2.0308999981817886
